lat,lon,anomaly
-89.05759162303664,-116.25,6.3075714
-89.05759162303664,-115.0,6.311493
-89.05759162303664,-113.75,6.315811
-89.05759162303664,-112.5,6.3199005
-89.05759162303664,-111.25,6.32428
-89.05759162303664,-110.0,6.3286743
-89.05759162303664,-108.75,6.333145
-89.05759162303664,-107.5,6.3377533
-89.05759162303664,-106.25,6.342407
-89.05759162303664,-105.0,6.347061
-89.05759162303664,-103.75,6.351959
-89.05759162303664,-102.5,6.3568115
-89.05759162303664,-101.25,6.3617706
-89.05759162303664,-100.0,6.3668976
-89.05759162303664,-98.75,6.3719635
-89.05759162303664,-97.5,6.3771973
-89.05759162303664,-96.25,6.3823547
-89.05759162303664,-95.0,6.3876038
-89.05759162303664,-93.75,6.392929
-89.05759162303664,-92.5,6.3984375
-89.05759162303664,-91.25,6.403961
-89.05759162303664,-90.0,6.409439
-89.05759162303664,-88.75,6.4200287
-89.05759162303664,-87.5,6.4305267
-89.05759162303664,-86.25,6.441162
-89.05759162303664,-85.0,6.4489594
-89.05759162303664,-83.75,6.4550323
-89.05759162303664,-82.5,6.461319
-89.05759162303664,-81.25,6.4674835
-89.05759162303664,-80.0,6.473572
-89.05759162303664,-78.75,6.4796295
-89.05759162303664,-77.5,6.485718
-89.05759162303664,-76.25,6.491806
-89.05759162303664,-75.0,6.4977875
-89.05759162303664,-73.75,6.5036926
-89.05759162303664,-72.5,6.509552
-89.05759162303664,-71.25,6.5154266
-89.05759162303664,-70.0,6.521286
-89.05759162303664,-68.75,6.5270233
-89.05759162303664,-67.5,6.5325775
-89.05759162303664,-66.25,6.5382996
-89.05759162303664,-65.0,6.543915
-89.05759162303664,-63.75,6.549362
-89.05759162303664,-62.5,6.5547943
-89.05759162303664,-61.25,6.5606537
-89.05759162303664,-60.0,6.567871
-89.05759162303664,-58.75,6.5750427
-89.05759162303664,-57.5,6.5822754
-89.05759162303664,-56.25,6.589615
-89.05759162303664,-55.0,6.596756
-89.05759162303664,-53.75,6.603882
-89.05759162303664,-52.5,6.611084
-89.05759162303664,-51.25,6.61821
-89.05759162303664,-50.0,6.625244
-89.05759162303664,-48.75,6.632324
-89.05759162303664,-47.5,6.63945
-89.05759162303664,-46.25,6.64653
-89.05759162303664,-45.0,6.653534
-89.05759162303664,-43.75,6.6598663
-89.05759162303664,-42.5,6.666275
-89.05759162303664,-41.25,6.672577
-89.05759162303664,-40.0,6.678787
-89.05759162303664,-38.75,6.6850433
-89.05759162303664,-37.5,6.6911926
-89.05759162303664,-36.25,6.697342
-89.05759162303664,-35.0,6.7033997
-89.05759162303664,-33.75,6.70932
-89.05759162303664,-32.5,6.7152863
-89.05759162303664,-31.25,6.721176
-89.05759162303664,-30.0,6.726837
-89.05759162303664,-28.75,6.732498
-89.05759162303664,-27.5,6.736511
-89.05759162303664,-26.25,6.739929
-89.05759162303664,-25.0,6.743286
-89.05759162303664,-23.75,6.746567
-89.05759162303664,-22.5,6.7500153
-89.05759162303664,-21.25,6.753296
-89.05759162303664,-20.0,6.7566833
-89.05759162303664,-18.75,6.760025
-89.05759162303664,-17.5,6.7635193
-89.05759162303664,-16.25,6.766815
-89.05759162303664,-15.0,6.7701263
-89.05759162303664,-13.75,6.7736206
-89.05759162303664,-12.5,6.7768555
-89.05759162303664,-11.25,6.7802887
-89.05759162303664,-10.0,6.7835693
-89.05759162303664,-8.75,6.78685
-89.05759162303664,-7.5,6.7901154
-89.05759162303664,-6.25,6.7934265
-89.05759162303664,-5.0,6.796707
-89.05759162303664,-3.75,6.800003
-89.05759162303664,-2.5,6.8032837
-89.05759162303664,-1.25,6.806427
-89.05759162303664,0.0,6.809662
-89.05759162303664,1.25,6.8100433
-89.05759162303664,2.5,6.81044
-89.05759162303664,3.75,6.810669
-89.05759162303664,5.0,6.8122864
-89.05759162303664,6.25,6.814499
-89.05759162303664,7.5,6.8167114
-89.05759162303664,8.75,6.818817
-89.05759162303664,10.0,6.821045
-89.05759162303664,11.25,6.823242
-89.05759162303664,12.5,6.8253937
-89.05759162303664,13.75,6.8273926
-89.05759162303664,15.0,6.829483
-89.05759162303664,16.25,6.8316345
-89.05759162303664,17.5,6.8337555
-89.05759162303664,18.75,6.835678
-89.05759162303664,20.0,6.837845
-89.05759162303664,21.25,6.8399353
-89.05759162303664,22.5,6.84198
-89.05759162303664,23.75,6.843918
-89.05759162303664,25.0,6.8459625
-89.05759162303664,26.25,6.8479004
-89.05759162303664,27.5,6.8498383
-89.05759162303664,28.75,6.8510895
-89.05759162303664,30.0,6.8504944
-89.05759162303664,31.25,6.849716
-89.05759162303664,32.5,6.848816
-89.05759162303664,33.75,6.8479156
-89.05759162303664,35.0,6.8467407
-89.05759162303664,36.25,6.8454437
-89.05759162303664,37.5,6.8441467
-89.05759162303664,38.75,6.842697
-89.05759162303664,40.0,6.841156
-89.05759162303664,41.25,6.839325
-89.05759162303664,42.5,6.8375397
-89.05759162303664,43.75,6.8356323
-89.05759162303664,45.0,6.833542
-89.05759162303664,46.25,6.8313293
-89.05759162303664,47.5,6.829071
-89.05759162303664,48.75,6.826721
-89.05759162303664,50.0,6.8242035
-89.05759162303664,51.25,6.821518
-89.05759162303664,52.5,6.818878
-89.05759162303664,53.75,6.816025
-89.05759162303664,55.0,6.813019
-89.05759162303664,56.25,6.8100586
-89.05759162303664,57.5,6.8069153
-89.05759162303664,58.75,6.80365
-89.05759162303664,60.0,6.800308
-89.05759162303664,61.25,6.796875
-89.05759162303664,62.5,6.7911987
-89.05759162303664,63.75,6.784485
-89.05759162303664,65.0,6.7779236
-89.05759162303664,66.25,6.7710876
-89.05759162303664,67.5,6.764633
-89.05759162303664,68.75,6.758026
-89.05759162303664,70.0,6.751663
-89.05759162303664,71.25,6.7451935
-89.05759162303664,72.5,6.738907
-89.05759162303664,73.75,6.732605
-89.05759162303664,75.0,6.7265625
-89.05759162303664,76.25,6.7202606
-89.05759162303664,77.5,6.7141113
-89.05759162303664,78.75,6.708191
-89.05759162303664,80.0,6.702194
-89.05759162303664,81.25,6.696289
-89.05759162303664,82.5,6.6905975
-89.05759162303664,83.75,6.6848297
-89.05759162303664,85.0,6.679413
-89.05759162303664,86.25,6.6775055
-89.05759162303664,87.5,6.6832733
-89.05759162303664,88.75,6.6888733
-89.05759162303664,90.0,6.694565
-89.05759162303664,91.25,6.686737
-89.05759162303664,92.5,6.678711
-89.05759162303664,93.75,6.6707764
-89.05759162303664,95.0,6.662796
-89.05759162303664,96.25,6.6548157
-89.05759162303664,97.5,6.6465454
-89.05759162303664,98.75,6.638687
-89.05759162303664,100.0,6.6305237
-89.05759162303664,101.25,6.6222687
-89.05759162303664,102.5,6.6142273
-89.05759162303664,103.75,6.606079
-89.05759162303664,105.0,6.597931
-89.05759162303664,106.25,6.5897827
-89.05759162303664,107.5,6.5816193
-89.05759162303664,108.75,6.573456
-89.05759162303664,110.0,6.5654755
-89.05759162303664,111.25,6.5572815
-89.05759162303664,112.5,6.54924
-89.05759162303664,113.75,6.5411224
-89.05759162303664,115.0,6.533188
-89.05759162303664,116.25,6.525131
-89.05759162303664,117.5,6.5173035
-89.05759162303664,118.75,6.5092163
-89.05759162303664,120.0,6.5009766
-89.05759162303664,121.25,6.492691
-89.05759162303664,122.5,6.484665
-89.05759162303664,123.75,6.476364
-89.05759162303664,125.0,6.4684753
-89.05759162303664,126.25,6.460251
-89.05759162303664,127.5,6.452347
-89.05759162303664,128.75,6.4444275
-89.05759162303664,130.0,6.4365997
-89.05759162303664,131.25,6.4287567
-89.05759162303664,132.5,6.4210052
-89.05759162303664,133.75,6.4134064
-89.05759162303664,135.0,6.4058533
-89.05759162303664,136.25,6.398285
-89.05759162303664,137.5,6.390793
-89.05759162303664,138.75,6.383499
-89.05759162303664,140.0,6.3762207
-89.05759162303664,141.25,6.3691254
-89.05759162303664,142.5,6.3620453
-89.05759162303664,143.75,6.3551025
-89.05759162303664,145.0,6.3482666
-89.05759162303664,146.25,6.341461
-89.05759162303664,147.5,6.334793
-89.05759162303664,148.75,6.328232
-89.05759162303664,150.0,6.3218384
-89.05759162303664,151.25,6.3155823
-89.05759162303664,152.5,6.309799
-89.05759162303664,153.75,6.304077
-89.05759162303664,155.0,6.2985992
-89.05759162303664,156.25,6.293152
-89.05759162303664,157.5,6.287903
-89.05759162303664,158.75,6.2826843
-89.05759162303664,160.0,6.27771
-89.05759162303664,161.25,6.2727966
-89.05759162303664,162.5,6.2678986
-89.05759162303664,163.75,6.26326
-89.05759162303664,165.0,6.258713
-89.05759162303664,166.25,6.2542267
-89.05759162303664,167.5,6.250046
-89.05759162303664,168.75,6.2458496
-89.05759162303664,170.0,6.2418976
-89.05759162303664,171.25,6.237915
-89.05759162303664,172.5,6.234253
-89.05759162303664,173.75,6.2307587
-89.05759162303664,175.0,6.2272034
-89.05759162303664,176.25,6.224594
-89.05759162303664,177.5,6.2240295
-89.05759162303664,178.75,6.2232513
-88.1151832460733,-180.0,5.9729004
-88.1151832460733,-178.75,5.9708557
-88.1151832460733,-177.5,5.9690857
-88.1151832460733,-176.25,5.9674225
-88.1151832460733,-175.0,5.9662476
-88.1151832460733,-173.75,5.965149
-88.1151832460733,-172.5,5.96434
-88.1151832460733,-171.25,5.9636993
-88.1151832460733,-170.0,5.9633636
-88.1151832460733,-168.75,5.963196
-88.1151832460733,-167.5,5.9633484
-88.1151832460733,-166.25,5.9637146
-88.1151832460733,-165.0,5.9644012
-88.1151832460733,-163.75,5.9652863
-88.1151832460733,-162.5,5.966461
-88.1151832460733,-161.25,5.9674683
-88.1151832460733,-160.0,5.9684753
-88.1151832460733,-158.75,5.9695435
-88.1151832460733,-157.5,5.9710083
-88.1151832460733,-156.25,5.972687
-88.1151832460733,-155.0,5.974579
-88.1151832460733,-153.75,5.977127
-88.1151832460733,-152.5,5.982727
-88.1151832460733,-151.25,5.9884644
-88.1151832460733,-150.0,5.9944763
-88.1151832460733,-148.75,6.0005646
-88.1151832460733,-147.5,6.0069275
-88.1151832460733,-146.25,6.01355
-88.1151832460733,-145.0,6.0201874
-88.1151832460733,-143.75,6.027069
-88.1151832460733,-142.5,6.0341797
-88.1151832460733,-141.25,6.041443
-88.1151832460733,-140.0,6.0488434
-88.1151832460733,-138.75,6.0564117
-88.1151832460733,-137.5,6.0640564
-88.1151832460733,-136.25,6.072052
-88.1151832460733,-135.0,6.0799866
-88.1151832460733,-133.75,6.078766
-88.1151832460733,-132.5,6.0777283
-88.1151832460733,-131.25,6.0767365
-88.1151832460733,-130.0,6.075882
-88.1151832460733,-128.75,6.075119
-88.1151832460733,-127.5,6.0746155
-88.1151832460733,-126.25,6.0743713
-88.1151832460733,-125.0,6.074112
-88.1151832460733,-123.75,6.074051
-88.1151832460733,-122.5,6.0741577
-88.1151832460733,-121.25,6.074402
-88.1151832460733,-120.0,6.074814
-88.1151832460733,-118.75,6.075226
-88.1151832460733,-117.5,6.0760345
-88.1151832460733,-116.25,6.076874
-88.1151832460733,-115.0,6.0852203
-88.1151832460733,-113.75,6.094986
-88.1151832460733,-112.5,6.105118
-88.1151832460733,-111.25,6.11528
-88.1151832460733,-110.0,6.125717
-88.1151832460733,-108.75,6.1364746
-88.1151832460733,-107.5,6.1473083
-88.1151832460733,-106.25,6.158432
-88.1151832460733,-105.0,6.169754
-88.1151832460733,-103.75,6.1811676
-88.1151832460733,-102.5,6.192917
-88.1151832460733,-101.25,6.204773
-88.1151832460733,-100.0,6.2168884
-88.1151832460733,-98.75,6.2291718
-88.1151832460733,-97.5,6.241501
-88.1151832460733,-96.25,6.254059
-88.1151832460733,-95.0,6.2658844
-88.1151832460733,-93.75,6.276596
-88.1151832460733,-92.5,6.287445
-88.1151832460733,-91.25,6.29834
-88.1151832460733,-90.0,6.3092804
-88.1151832460733,-88.75,6.3305206
-88.1151832460733,-87.5,6.351639
-88.1151832460733,-86.25,6.372772
-88.1151832460733,-85.0,6.3942413
-88.1151832460733,-83.75,6.4154816
-88.1151832460733,-82.5,6.4368286
-88.1151832460733,-81.25,6.458313
-88.1151832460733,-80.0,6.4797363
-88.1151832460733,-78.75,6.501236
-88.1151832460733,-77.5,6.522751
-88.1151832460733,-76.25,6.544235
-88.1151832460733,-75.0,6.5655975
-88.1151832460733,-73.75,6.5869904
-88.1151832460733,-72.5,6.60849
-88.1151832460733,-71.25,6.626526
-88.1151832460733,-70.0,6.638275
-88.1151832460733,-68.75,6.6496277
-88.1151832460733,-67.5,6.6609955
-88.1151832460733,-66.25,6.672226
-88.1151832460733,-65.0,6.6833344
-88.1151832460733,-63.75,6.6954346
-88.1151832460733,-62.5,6.7162933
-88.1151832460733,-61.25,6.7366943
-88.1151832460733,-60.0,6.756851
-88.1151832460733,-58.75,6.776779
-88.1151832460733,-57.5,6.796356
-88.1151832460733,-56.25,6.8157196
-88.1151832460733,-55.0,6.834656
-88.1151832460733,-53.75,6.8534546
-88.1151832460733,-52.5,6.8717804
-88.1151832460733,-51.25,6.889847
-88.1151832460733,-50.0,6.907608
-88.1151832460733,-48.75,6.924942
-88.1151832460733,-47.5,6.941971
-88.1151832460733,-46.25,6.9586334
-88.1151832460733,-45.0,6.9749603
-88.1151832460733,-43.75,6.9782257
-88.1151832460733,-42.5,6.9813843
-88.1151832460733,-41.25,6.9840546
-88.1151832460733,-40.0,6.9862213
-88.1151832460733,-38.75,6.9881744
-88.1151832460733,-37.5,6.989624
-88.1151832460733,-36.25,6.9906006
-88.1151832460733,-35.0,6.9914246
-88.1151832460733,-33.75,6.9917145
-88.1151832460733,-32.5,6.991684
-88.1151832460733,-31.25,6.9913025
-88.1151832460733,-30.0,6.9905396
-88.1151832460733,-28.75,6.989273
-88.1151832460733,-27.5,6.9876404
-88.1151832460733,-26.25,6.9856873
-88.1151832460733,-25.0,6.979904
-88.1151832460733,-23.75,6.9731903
-88.1151832460733,-22.5,6.9660797
-88.1151832460733,-21.25,6.9585114
-88.1151832460733,-20.0,6.950592
-88.1151832460733,-18.75,6.942169
-88.1151832460733,-17.5,6.9335785
-88.1151832460733,-16.25,6.924286
-88.1151832460733,-15.0,6.9148254
-88.1151832460733,-13.75,6.904892
-88.1151832460733,-12.5,6.8944855
-88.1151832460733,-11.25,6.883774
-88.1151832460733,-10.0,6.87265
-88.1151832460733,-8.75,6.8612976
-88.1151832460733,-7.5,6.8495026
-88.1151832460733,-6.25,6.8373413
-88.1151832460733,-5.0,6.83313
-88.1151832460733,-3.75,6.8396454
-88.1151832460733,-2.5,6.8461
-88.1151832460733,-1.25,6.8526917
-88.1151832460733,0.0,6.8591766
-88.1151832460733,1.25,6.8597717
-88.1151832460733,2.5,6.860489
-88.1151832460733,3.75,6.861328
-88.1151832460733,5.0,6.861801
-88.1151832460733,6.25,6.86232
-88.1151832460733,7.5,6.8629456
-88.1151832460733,8.75,6.8634186
-88.1151832460733,10.0,6.8638153
-88.1151832460733,11.25,6.8641663
-88.1151832460733,12.5,6.8644714
-88.1151832460733,13.75,6.8648376
-88.1151832460733,15.0,6.8650665
-88.1151832460733,16.25,6.86528
-88.1151832460733,17.5,6.8653107
-88.1151832460733,18.75,6.8668365
-88.1151832460733,20.0,6.8709106
-88.1151832460733,21.25,6.8750305
-88.1151832460733,22.5,6.879074
-88.1151832460733,23.75,6.883133
-88.1151832460733,25.0,6.8870544
-88.1151832460733,26.25,6.889374
-88.1151832460733,27.5,6.880432
-88.1151832460733,28.75,6.8715515
-88.1151832460733,30.0,6.862808
-88.1151832460733,31.25,6.854141
-88.1151832460733,32.5,6.8456116
-88.1151832460733,33.75,6.8372803
-88.1151832460733,35.0,6.828949
-88.1151832460733,36.25,6.8208313
-88.1151832460733,37.5,6.812744
-88.1151832460733,38.75,6.8049927
-88.1151832460733,40.0,6.797104
-88.1151832460733,41.25,6.789459
-88.1151832460733,42.5,6.782028
-88.1151832460733,43.75,6.774765
-88.1151832460733,45.0,6.767502
-88.1151832460733,46.25,6.761856
-88.1151832460733,47.5,6.756073
-88.1151832460733,48.75,6.750702
-88.1151832460733,50.0,6.745285
-88.1151832460733,51.25,6.7401733
-88.1151832460733,52.5,6.7352295
-88.1151832460733,53.75,6.730362
-88.1151832460733,55.0,6.725815
-88.1151832460733,56.25,6.7213287
-88.1151832460733,57.5,6.717087
-88.1151832460733,58.75,6.71286
-88.1151832460733,60.0,6.7090454
-88.1151832460733,61.25,6.7053833
-88.1151832460733,62.5,6.7017365
-88.1151832460733,63.75,6.6984406
-88.1151832460733,65.0,6.6864166
-88.1151832460733,66.25,6.673172
-88.1151832460733,67.5,6.660034
-88.1151832460733,68.75,6.647049
-88.1151832460733,70.0,6.6341248
-88.1151832460733,71.25,6.621231
-88.1151832460733,72.5,6.6252136
-88.1151832460733,73.75,6.6370697
-88.1151832460733,75.0,6.6490784
-88.1151832460733,76.25,6.661026
-88.1151832460733,77.5,6.672882
-88.1151832460733,78.75,6.6848297
-88.1151832460733,80.0,6.696701
